Date,Location,Rainfall,Evaporation,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,Humidity9am,Pressure9am,Cloud9am,RainToday,RainTomorrow,State,AvgTemp,TempDiff,RainfallTomorrow,delta_Rainfall,delta_Evaporation,delta_WindGustSpeed,delta_Humidity9am,delta_Pressure9am,delta_Cloud9am,delta_AvgTemp,delta_TempDiff
2009-01-12,AliceSprings,0.0,15.0,SE,43.0,ESE,SSE,9.0,1009.3,0.0,No,No,Northern Territory,30.9,20.700000000000003,0.0,0.0,0.0,-1.0,-2.0,3.3999999999999773,0.0,0.47499999999999787,1.100000000000005
2009-01-13,AliceSprings,0.0,15.2,E,33.0,N,ENE,35.0,1009.7,0.0,No,No,Northern Territory,32.675,15.000000000000004,0.0,0.0,0.1999999999999993,-10.0,26.0,0.40000000000009095,0.0,1.7749999999999986,-5.699999999999999
2009-01-14,AliceSprings,0.0,13.8,ESE,59.0,ENE,E,27.0,1008.9,1.0,No,No,Northern Territory,32.3,14.699999999999996,0.0,0.0,-1.3999999999999986,26.0,-8.0,-0.8000000000000682,1.0,-0.375,-0.3000000000000078
2009-01-15,AliceSprings,0.0,16.8,ESE,67.0,E,SE,25.0,1010.1,1.0,No,No,Northern Territory,31.749999999999996,18.0,0.0,0.0,3.0,8.0,-2.0,1.2000000000000455,0.0,-0.5500000000000007,3.3000000000000043
2009-01-16,AliceSprings,0.0,22.6,ESE,56.0,ESE,ESE,15.0,1012.6,1.0,No,No,Northern Territory,32.7,11.8,0.0,0.0,5.800000000000001,-11.0,-10.0,2.5,0.0,0.9500000000000064,-6.199999999999999
2009-01-17,AliceSprings,0.0,20.0,ENE,41.0,ESE,ENE,15.0,1012.8,3.0,No,No,Northern Territory,31.449999999999996,10.899999999999999,0.0,0.0,-2.6000000000000014,-15.0,0.0,0.1999999999999318,2.0,-1.250000000000007,-0.9000000000000021
2009-01-18,AliceSprings,0.0,13.8,ENE,39.0,ESE,ESE,53.0,1013.2,8.0,No,Yes,Northern Territory,24.3,1.3000000000000007,5.2,0.0,-6.199999999999999,-2.0,38.0,0.40000000000009095,5.0,-7.149999999999995,-9.599999999999998
2009-01-19,AliceSprings,5.2,1.4,ESE,30.0,ENE,ESE,75.0,1010.4,7.0,Yes,Yes,Northern Territory,22.35,6.300000000000001,7.8,5.2,-12.4,-9.0,22.0,-2.800000000000068,-1.0,-1.9499999999999993,5.0
2009-01-20,AliceSprings,7.8,2.8,WNW,37.0,NW,WNW,74.0,1008.2,7.0,Yes,No,Northern Territory,26.424999999999997,11.600000000000001,0.0,2.5999999999999996,1.4,7.0,-1.0,-2.199999999999932,0.0,4.074999999999996,5.300000000000001
2009-01-21,AliceSprings,0.0,5.2,S,39.0,WNW,SW,68.0,1008.2,6.0,No,No,Northern Territory,30.625,14.5,0.0,-7.8,2.4000000000000004,2.0,-6.0,0.0,-1.0,4.200000000000003,2.8999999999999986
2009-01-22,AliceSprings,0.0,11.4,SE,41.0,WSW,W,48.0,1006.3,7.0,No,No,Northern Territory,32.599999999999994,15.099999999999998,0.4,0.0,6.2,2.0,-20.0,-1.900000000000091,1.0,1.9749999999999943,0.5999999999999979
2009-01-23,AliceSprings,0.4,11.8,N,35.0,WNW,ESE,42.0,1006.6,5.0,No,No,Northern Territory,34.85,12.600000000000001,0.2,0.4,0.40000000000000036,-6.0,-6.0,0.3000000000000682,-2.0,2.250000000000007,-2.4999999999999964
2009-01-24,AliceSprings,0.2,13.4,SE,54.0,NW,SSE,36.0,1007.9,4.0,No,Yes,Northern Territory,32.925,14.0,1.4,-0.2,1.5999999999999996,19.0,-6.0,1.2999999999999545,-1.0,-1.9250000000000043,1.3999999999999986
2009-01-25,AliceSprings,1.4,9.4,SE,93.0,E,SE,39.0,1010.1,1.0,Yes,No,Northern Territory,31.974999999999998,15.400000000000002,0.0,1.2,-4.0,39.0,3.0,2.2000000000000455,-3.0,-0.9499999999999993,1.4000000000000021
2009-01-26,AliceSprings,0.0,15.8,E,44.0,NW,NNE,21.0,1009.8,1.0,No,No,Northern Territory,32.975,17.6,0.0,-1.4,6.4,-49.0,-18.0,-0.3000000000000682,0.0,1.0000000000000036,2.1999999999999993
2009-01-27,AliceSprings,0.0,15.0,E,61.0,NE,ENE,41.0,1008.1,0.0,No,No,Northern Territory,34.349999999999994,12.7,0.0,0.0,-0.8000000000000007,17.0,20.0,-1.6999999999999318,-1.0,1.374999999999993,-4.900000000000002
2009-01-28,AliceSprings,0.0,17.0,ENE,54.0,ENE,ENE,37.0,1007.2,0.0,No,No,Northern Territory,32.825,12.100000000000001,0.0,0.0,2.0,-7.0,-4.0,-0.8999999999999773,0.0,-1.5249999999999915,-0.5999999999999979
2009-01-29,AliceSprings,0.0,17.0,ENE,52.0,NE,E,37.0,1007.1,1.0,No,No,Northern Territory,31.450000000000003,11.8,0.0,0.0,0.0,-2.0,0.0,-0.10000000000002274,1.0,-1.375,-0.3000000000000007
2009-01-30,AliceSprings,0.0,15.0,ESE,69.0,ESE,ESE,36.0,1005.0,2.0,No,No,Northern Territory,29.25,12.500000000000004,0.0,0.0,-2.0,17.0,-1.0,-2.1000000000000227,1.0,-2.200000000000003,0.7000000000000028
2009-01-31,AliceSprings,0.0,14.6,ENE,72.0,E,ENE,65.0,1006.2,6.0,No,Yes,Northern Territory,27.325000000000003,9.7,9.0,0.0,-0.40000000000000036,3.0,29.0,1.2000000000000455,4.0,-1.9249999999999972,-2.8000000000000043
2009-02-01,AliceSprings,9.0,11.8,E,46.0,E,E,47.0,1007.4,3.0,Yes,No,Northern Territory,30.099999999999998,14.5,0.0,9.0,-2.799999999999999,-26.0,-18.0,1.1999999999999318,-3.0,2.774999999999995,4.800000000000001
2009-02-02,AliceSprings,0.0,10.8,SE,44.0,E,ESE,37.0,1005.6,6.0,No,No,Northern Territory,32.974999999999994,13.7,0.0,-9.0,-1.0,-2.0,-10.0,-1.7999999999999545,3.0,2.8749999999999964,-0.8000000000000007
2009-02-03,AliceSprings,0.0,12.6,ESE,57.0,NE,ESE,38.0,1004.7,1.0,No,No,Northern Territory,33.55,15.499999999999996,0.0,0.0,1.799999999999999,13.0,1.0,-0.8999999999999773,-5.0,0.5750000000000028,1.7999999999999972
2009-02-04,AliceSprings,0.0,17.2,E,67.0,NE,ESE,28.0,1004.6,0.0,No,No,Northern Territory,33.55,17.900000000000002,0.0,0.0,4.6,10.0,-10.0,-0.10000000000002274,-1.0,0.0,2.4000000000000057
2009-02-05,AliceSprings,0.0,15.8,ESE,50.0,NNW,ESE,25.0,1004.2,1.0,No,No,Northern Territory,34.75,15.599999999999998,0.0,0.0,-1.3999999999999986,-17.0,-3.0,-0.39999999999997726,1.0,1.2000000000000028,-2.3000000000000043
2009-02-06,AliceSprings,0.0,14.8,E,70.0,WNW,E,27.0,1003.8,2.0,No,No,Northern Territory,35.675,15.199999999999996,0.0,0.0,-1.0,20.0,2.0,-0.40000000000009095,1.0,0.9249999999999972,-0.40000000000000213
2009-02-07,AliceSprings,0.0,13.0,ENE,48.0,NE,NE,25.0,1004.5,0.0,No,No,Northern Territory,33.425,16.799999999999997,0.0,0.0,-1.8000000000000007,-22.0,-2.0,0.7000000000000455,-2.0,-2.25,1.6000000000000014
2009-02-08,AliceSprings,0.0,14.8,SE,50.0,ESE,E,21.0,1004.9,4.0,No,No,Northern Territory,33.599999999999994,17.0,0.0,0.0,1.8000000000000007,2.0,-4.0,0.39999999999997726,4.0,0.17499999999999716,0.20000000000000284
2009-02-09,AliceSprings,0.0,18.6,SSE,48.0,SSE,SSE,30.0,1007.9,2.0,No,No,Northern Territory,31.45,12.700000000000003,0.0,0.0,3.8000000000000007,-2.0,9.0,3.0,-2.0,-2.149999999999995,-4.299999999999997
2009-02-10,AliceSprings,0.0,20.0,S,52.0,SSE,SE,17.0,1010.3,6.0,No,No,Northern Territory,29.175,9.3,0.0,0.0,1.3999999999999986,4.0,-13.0,2.3999999999999773,4.0,-2.2749999999999986,-3.400000000000002
2009-02-11,AliceSprings,0.0,15.6,SE,46.0,ESE,ESE,17.0,1013.3,3.0,No,No,Northern Territory,25.25,11.7,0.0,0.0,-4.4,-6.0,0.0,3.0,-3.0,-3.9250000000000007,2.3999999999999986
2009-02-12,AliceSprings,0.0,15.2,E,43.0,E,SSE,15.0,1013.1,7.0,No,No,Northern Territory,24.200000000000003,16.7,0.0,0.0,-0.40000000000000036,-3.0,-2.0,-0.1999999999999318,4.0,-1.0499999999999972,5.0
2009-02-13,AliceSprings,0.0,11.2,ESE,44.0,E,SSE,17.0,1013.9,1.0,No,No,Northern Territory,24.075000000000003,19.3,0.0,0.0,-4.0,1.0,2.0,0.7999999999999545,-6.0,-0.125,2.6000000000000014
2009-02-14,AliceSprings,0.0,14.0,S,43.0,E,S,11.0,1013.0,0.0,No,No,Northern Territory,24.675,21.1,0.0,0.0,2.8000000000000007,-1.0,-6.0,-0.8999999999999773,-1.0,0.5999999999999979,1.8000000000000007
2009-02-15,AliceSprings,0.0,12.0,SE,43.0,SSE,ESE,24.0,1012.2,0.0,No,No,Northern Territory,25.6,19.8,0.0,0.0,-2.0,0.0,13.0,-0.7999999999999545,0.0,0.9250000000000007,-1.3000000000000007
2009-02-16,AliceSprings,0.0,12.0,SE,54.0,E,SE,26.0,1011.1,2.0,No,No,Northern Territory,27.05,17.199999999999996,0.0,0.0,0.0,11.0,2.0,-1.1000000000000227,2.0,1.4499999999999993,-2.600000000000005
2009-02-17,AliceSprings,0.0,13.6,SSE,37.0,N,SW,17.0,1007.9,1.0,No,No,Northern Territory,28.825000000000003,20.1,0.0,0.0,1.5999999999999996,-17.0,-9.0,-3.2000000000000455,-1.0,1.7750000000000021,2.9000000000000057
2009-02-18,AliceSprings,0.0,12.8,SE,39.0,NE,NNW,27.0,1007.5,0.0,No,No,Northern Territory,29.025000000000002,17.8,0.0,0.0,-0.7999999999999989,2.0,10.0,-0.39999999999997726,-1.0,0.1999999999999993,-2.3000000000000007
2009-02-19,AliceSprings,0.0,12.8,SE,50.0,NE,SSW,23.0,1007.6,1.0,No,No,Northern Territory,30.625000000000004,15.700000000000003,0.0,0.0,0.0,11.0,-4.0,0.10000000000002274,1.0,1.6000000000000014,-2.099999999999998
2009-02-20,AliceSprings,0.0,16.8,ESE,41.0,ESE,SE,35.0,1012.3,1.0,No,No,Northern Territory,30.049999999999997,12.399999999999999,0.0,0.0,4.0,-9.0,12.0,4.699999999999932,0.0,-0.5750000000000064,-3.3000000000000043
2009-02-21,AliceSprings,0.0,13.8,E,46.0,E,SSE,30.0,1012.4,3.0,No,No,Northern Territory,30.25,12.600000000000001,0.0,0.0,-3.0,5.0,-5.0,0.10000000000002274,2.0,0.20000000000000284,0.20000000000000284
2009-02-22,AliceSprings,0.0,14.8,E,37.0,ESE,ESE,23.0,1010.3,0.0,No,No,Northern Territory,28.325,20.0,0.0,0.0,1.0,-9.0,-7.0,-2.1000000000000227,-3.0,-1.9250000000000007,7.399999999999999
2009-02-23,AliceSprings,0.0,12.0,SE,54.0,E,SE,17.0,1010.3,0.0,No,No,Northern Territory,30.8,18.900000000000002,0.0,0.0,-2.8000000000000007,17.0,-6.0,0.0,0.0,2.4750000000000014,-1.0999999999999979
2009-02-24,AliceSprings,0.0,15.0,ESE,37.0,ESE,ESE,11.0,1010.0,0.0,No,No,Northern Territory,31.05,19.0,0.0,0.0,3.0,-17.0,-6.0,-0.2999999999999545,0.0,0.25,0.09999999999999787
2009-02-25,AliceSprings,0.0,12.6,ENE,50.0,E,E,40.0,1009.9,0.0,No,No,Northern Territory,32.85,13.000000000000004,0.0,0.0,-2.4000000000000004,13.0,29.0,-0.10000000000002274,0.0,1.8000000000000007,-5.9999999999999964
2009-02-26,AliceSprings,0.0,14.8,ENE,39.0,NNE,NE,44.0,1010.3,0.0,No,No,Northern Territory,32.9,13.099999999999998,0.0,0.0,2.200000000000001,-11.0,4.0,0.39999999999997726,0.0,0.04999999999999716,0.09999999999999432
2009-02-27,AliceSprings,0.0,15.4,N,41.0,NNW,E,38.0,1010.2,3.0,No,No,Northern Territory,34.025,10.500000000000004,0.0,0.0,0.5999999999999996,2.0,-6.0,-0.09999999999990905,3.0,1.125,-2.5999999999999943
2009-02-28,AliceSprings,0.0,13.0,ENE,39.0,NW,NE,25.0,1009.6,1.0,No,No,Northern Territory,35.025,10.700000000000003,0.0,0.0,-2.4000000000000004,-2.0,-13.0,-0.6000000000000227,-2.0,1.0,0.1999999999999993
2009-03-01,AliceSprings,0.0,17.4,NNW,50.0,NW,NNE,27.0,1009.8,0.0,No,No,Northern Territory,35.1,10.600000000000001,0.0,0.0,4.399999999999999,11.0,2.0,0.1999999999999318,-1.0,0.07500000000000284,-0.10000000000000142
2009-03-02,AliceSprings,0.0,19.2,N,52.0,N,N,28.0,1009.4,1.0,No,No,Northern Territory,35.45,11.5,0.0,0.0,1.8000000000000007,2.0,1.0,-0.39999999999997726,1.0,0.3500000000000014,0.8999999999999986
2009-03-03,AliceSprings,0.0,20.0,S,69.0,N,N,20.0,1011.2,1.0,No,No,Northern Territory,36.1,11.0,0.0,0.0,0.8000000000000007,17.0,-8.0,1.8000000000000682,0.0,0.6499999999999986,-0.5
2009-03-04,AliceSprings,0.0,15.0,SSE,54.0,SE,SE,42.0,1020.9,3.0,No,No,Northern Territory,23.475,7.099999999999998,0.0,0.0,-5.0,-15.0,22.0,9.699999999999932,2.0,-12.625,-3.900000000000002
2009-03-05,AliceSprings,0.0,14.0,SE,48.0,SE,SE,24.0,1020.3,1.0,No,No,Northern Territory,24.575000000000003,10.400000000000002,0.0,0.0,-1.0,-6.0,-18.0,-0.6000000000000227,-2.0,1.1000000000000014,3.3000000000000043
2009-03-06,AliceSprings,0.0,10.8,SE,48.0,ESE,SE,29.0,1015.6,0.0,No,No,Northern Territory,23.75,17.8,0.0,0.0,-3.1999999999999993,0.0,5.0,-4.699999999999932,-1.0,-0.8250000000000028,7.399999999999999
2009-03-07,AliceSprings,0.0,11.2,SE,41.0,ENE,SW,27.0,1012.5,0.0,No,No,Northern Territory,25.575000000000003,18.5,0.0,0.0,0.3999999999999986,-7.0,-2.0,-3.1000000000000227,0.0,1.8250000000000028,0.6999999999999993
2009-03-08,AliceSprings,0.0,10.6,SSW,33.0,SSW,SE,24.0,1010.6,0.0,No,No,Northern Territory,26.35,18.700000000000003,0.0,0.0,-0.5999999999999996,-8.0,-3.0,-1.8999999999999773,0.0,0.7749999999999986,0.20000000000000284
2009-03-09,AliceSprings,0.0,10.4,SE,33.0,SSE,SSE,37.0,1013.4,1.0,No,No,Northern Territory,25.75,16.0,0.0,0.0,-0.1999999999999993,0.0,13.0,2.7999999999999545,1.0,-0.6000000000000014,-2.700000000000003
2009-03-10,AliceSprings,0.0,10.6,E,33.0,ESE,ESE,28.0,1012.7,1.0,No,No,Northern Territory,27.625,17.700000000000003,0.0,0.0,0.1999999999999993,0.0,-9.0,-0.6999999999999318,0.0,1.875,1.7000000000000028
2009-03-11,AliceSprings,0.0,12.0,E,48.0,E,NE,23.0,1012.7,5.0,No,No,Northern Territory,30.675,12.899999999999999,0.2,0.0,1.4000000000000004,15.0,-5.0,0.0,4.0,3.0500000000000007,-4.800000000000004
2009-03-12,AliceSprings,0.2,13.2,E,48.0,E,SSE,31.0,1012.1,5.0,No,No,Northern Territory,30.525,14.299999999999997,0.0,0.2,1.1999999999999993,0.0,8.0,-0.6000000000000227,0.0,-0.15000000000000213,1.3999999999999986
2009-03-13,AliceSprings,0.0,10.8,WSW,50.0,E,NNW,29.0,1012.1,1.0,No,No,Northern Territory,31.125,15.600000000000001,0.2,-0.2,-2.3999999999999986,2.0,-2.0,0.0,-4.0,0.6000000000000014,1.3000000000000043
2009-03-14,AliceSprings,0.2,8.6,SE,50.0,N,S,36.0,1012.1,1.0,No,No,Northern Territory,32.95,15.200000000000003,0.0,0.2,-2.200000000000001,0.0,7.0,0.0,0.0,1.8250000000000028,-0.3999999999999986
2009-03-15,AliceSprings,0.0,16.0,ESE,43.0,SE,ESE,30.0,1015.8,2.0,No,No,Northern Territory,28.599999999999998,8.899999999999999,0.0,-0.2,7.4,-7.0,-6.0,3.699999999999932,1.0,-4.350000000000005,-6.300000000000004
2009-03-16,AliceSprings,0.0,14.8,SE,48.0,ESE,SSE,25.0,1016.5,0.0,No,No,Northern Territory,24.675,15.4,0.0,0.0,-1.1999999999999993,5.0,-5.0,0.7000000000000455,-2.0,-3.924999999999997,6.500000000000002
2009-03-17,AliceSprings,0.0,11.0,SSE,41.0,E,SE,27.0,1015.1,0.0,No,No,Northern Territory,23.5,16.9,0.0,0.0,-3.8000000000000007,-7.0,2.0,-1.3999999999999773,0.0,-1.1750000000000007,1.4999999999999982
